236.37,17172,2688,-1708,3150,92,92
236.62,17800,1988,-1760,-1575,1021,1021
236.20,17160,2184,-1412,-1140,3625,3625
235.94,17372,4324,-1100,1367,-2855,-2855
235.94,17576,2632,-1532,-340,1045,1045
236.11,17416,788,-1472,1431,928,928
236.28,19692,1476,620,-3314,-2135,-2135
236.79,16456,124,24,-6073,-1482,-1482
236.11,17684,1856,316,-6670,-2369,-2369
236.71,17408,2016,280,-9098,24,24
236.88,17040,864,-1988,-14022,-1185,-1185
236.28,17228,2108,-100,-10181,-21,-21
236.54,17592,876,-1448,-6585,85,85
236.28,17812,660,-1708,-5455,-884,-884
236.37,16472,824,-2208,-7003,-397,-397
236.71,18276,-176,56,-4244,717,717
236.54,17048,-1068,116,-940,-1289,-1289
236.71,17032,-280,200,-1388,2580,2580
236.20,17448,-1264,-1076,205,-218,-218
236.45,17772,1292,-1888,327,5273,5273
236.11,16824,828,364,1452,-185,-185
236.20,18044,600,-996,-1314,2333,2333
236.28,17196,156,-704,-311,-240,-240
236.20,17536,-592,28,-1047,-137,-137
236.79,17276,-684,-284,-1181,-278,-278
236.71,17756,-704,-1000,-1049,-1809,-1809
235.52,17664,-772,-548,-358,-37,-37
235.69,17788,-724,72,-127,933,933
235.86,17420,-508,-408,-420,-515,-515
235.94,17524,-188,-652,-154,-52,-52
236.11,17492,-348,-608,-459,-122,-122
236.03,17356,-404,-452,68,-402,-402
236.37,17480,-788,-612,-366,-292,-292
235.43,17556,-740,-476,-299,45,45
235.94,16820,-816,-596,-78,-420,-420
236.37,16684,-652,-312,-13,-466,-466
236.11,16832,-672,-364,-95,188,188
235.77,16660,-540,-444,-103,126,126
235.35,16632,-632,-604,89,58,58
235.35,16596,-632,-912,-294,-42,-42
234.66,16992,-884,-388,-202,32,32
234.07,17380,-724,-244,-161,152,152
234.41,17500,-724,-204,-34,28,28
233.30,17248,-708,-240,-33,7,7
233.39,17300,-700,-532,-99,128,128
232.37,17436,-1080,-320,-125,-353,-353
232.54,17324,-652,-392,-257,-15,-15
231.60,17392,-604,-128,-211,98,98
231.00,17464,-928,-448,-142,9,9
231.09,17380,-1012,-512,-209,-67,-67
230.24,17560,-516,-220,-188,137,137
230.15,17492,-852,-552,-128,-164,-164
229.56,17468,-816,-264,-223,11,11
228.88,17460,-716,-120,-93,-56,-56
228.96,17616,-704,-236,-114,-83,-83
228.70,17512,-1156,-544,129,841,841
227.26,16988,-2280,-172,-827,-273,-273
227.51,17436,-1152,228,559,-109,-109
226.58,18296,-1368,736,-5019,3162,3162
226.49,17432,-2196,1148,-773,470,470
226.32,17180,-1968,1160,152,75,75
226.07,17032,-1916,1448,-261,-89,-89
225.64,17160,-1860,992,526,-2,-2
224.71,17172,-1928,1048,45,-45,-45
224.11,17308,-1964,1044,1,-174,-174
224.62,16924,-1564,1080,619,-378,-378
223.68,17516,-1536,1072,-676,131,131
223.51,17228,-1236,904,-26,981,981
222.32,17164,-1380,1392,-152,87,87
222.24,17596,-1876,1180,185,-208,-208
221.98,16688,-2772,1908,-3286,989,989
220.96,17128,-2356,1320,-332,-50,-50
220.62,17296,-1924,936,-637,-500,-500
220.96,17912,-2024,2200,-1418,37,37
220.11,17896,-2600,1468,487,9,9
220.20,18116,-2836,1128,391,-136,-136
219.43,17668,-2616,1184,878,-163,-163
219.60,18368,-412,1380,4390,959,959
220.03,18508,1812,-500,3597,-976,-976
219.26,17596,-640,-1804,6128,-905,-905
219.18,17728,304,-1872,-1949,401,401
219.52,16200,1620,1224,-17030,278,278
218.67,16840,-1076,-524,1472,-341,-341
219.18,15244,-512,-1600,11465,-852,-852
219.69,18244,-788,764,4835,1550,1550
218.92,18476,-520,676,204,241,241
218.92,16876,-380,1888,-2676,-1190,-1190
219.69,17580,-924,1224,1316,605,605
219.26,16936,-1008,-4,2625,-478,-478
219.69,16368,-1188,-976,473,-3262,-3262
220.03,17468,-1372,-208,-1119,752,752
219.26,17812,-2428,-872,-1428,1,1
220.37,17304,-920,-40,-1310,-202,-202
219.77,17456,-2248,-788,94,212,212
220.28,17072,-1276,-704,-787,2,2
219.86,17796,-1092,376,378,1141,1141
220.79,16952,-1280,396,-345,-311,-311
219.69,17624,-608,940,43,-625,-625
219.94,16652,-1052,-340,-758,363,363
220.20,17148,-908,1220,-783,-605,-605
219.94,17236,-484,284,-1244,541,541
220.11,17532,-440,284,-83,21,21
220.45,17084,-612,-112,-374,-132,-132
220.54,17360,-852,-468,-67,-934,-934
220.28,17644,-984,-884,-1132,508,508
219.86,17592,328,-772,-19,-984,-984
220.28,17552,-864,292,-621,163,163
220.03,17244,-692,80,-364,-243,-243
219.94,17640,-568,-92,-406,-321,-321
219.94,17780,-360,-216,-257,-103,-103
220.28,17408,-772,-120,953,68,68
219.86,18256,-232,676,-765,166,166
219.94,16220,-716,-724,-11585,147,147
219.69,16852,-1480,-408,-6191,2717,2717
220.03,16864,-2644,348,-960,1165,1165
219.52,17000,-2660,1116,-287,1276,1276
219.94,16860,-3928,1700,230,-124,-124
219.52,16716,-4076,1700,868,-380,-380
219.69,17160,900,1428,19456,-5236,-5236
219.69,17700,1064,-692,10883,-738,-738
219.86,17560,672,-2692,2326,-462,-462
219.69,17428,488,-2088,164,474,474
219.43,17444,648,-2064,-680,-3,-3
219.43,17548,452,-2188,2,-213,-213
219.77,17208,876,-1804,154,577,577
219.43,17400,756,-1372,-1430,852,852
219.52,17472,464,-596,-1066,361,361
219.69,17748,716,-80,204,-407,-407
219.09,18392,728,-520,393,-496,-496
219.35,18376,936,-808,-392,-198,-198
219.69,18164,736,-948,-316,-249,-249
220.11,18272,1024,-584,-984,-161,-161
220.28,18228,792,-944,-398,-172,-172
220.62,18228,700,-848,-305,-66,-66
220.28,18040,752,-796,-536,25,25
220.79,17752,500,-1080,-948,-282,-282
221.39,17416,544,-1392,-5796,272,272
221.47,17496,-128,248,-1375,-270,-270
221.39,17456,-408,-172,-681,-579,-579
222.15,17452,-40,-672,-4740,124,124
222.24,17276,904,540,-4843,26,26
222.58,17308,648,-36,-4758,129,129
223.60,17116,872,268,-892,-14,-14
224.11,17304,364,560,-294,-323,-323
223.60,17348,276,-40,820,-330,-330
224.11,17184,340,396,420,-315,-315
224.19,17564,-292,-480,-184,-384,-384
225.05,17132,-116,80,3164,-968,-968
224.96,17592,-400,-636,138,-146,-146
225.90,17416,-596,-384,317,-114,-114
225.81,17848,-772,-736,1161,346,346
225.73,18020,-976,-844,1321,328,328
226.24,17084,-752,-1088,1492,-559,-559
227.09,17288,-1296,-836,891,-302,-302
226.41,17844,-12,-1316,4010,246,246
227.17,17216,148,-2544,6545,-2311,-2311
227.43,16792,756,-3956,2462,-1117,-1117
227.77,17340,532,-3032,-530,-34,-34
227.85,17688,-332,-2884,-929,430,430
228.45,17528,-308,-3492,-347,-84,-84
228.36,17580,-44,-3388,-466,23,23
228.96,17312,-368,-3348,-217,229,229
229.47,16576,-848,-2948,-2548,1231,1231
230.15,18116,724,-988,-8689,-51,-51
230.49,17412,-1132,-1076,-4173,1977,1977
230.66,17372,-1016,-808,1045,1105,1105
231.09,17596,1532,-292,-40,50,50
231.00,17468,48,-1200,-737,227,227
231.51,17472,-172,-836,-449,577,577
232.11,17516,-252,-256,-164,147,147
231.85,17444,-76,-212,-323,-383,-383
232.71,17596,-88,144,-699,69,69
232.88,17300,-592,-276,-1198,534,534
233.05,17616,-108,12,25,-316,-316
233.56,17420,-440,-180,-237,105,105
233.64,17420,-608,-324,-216,61,61
234.41,17648,-548,-344,-166,-125,-125
234.92,16740,-716,-688,-209,-161,-161
234.66,16752,-504,-512,-297,7,7
235.35,16688,-592,-800,-128,-59,-59
235.52,16592,-560,-408,-174,-100,-100
235.52,16456,-624,-560,-53,-101,-101
235.86,17000,-440,112,719,177,177
235.35,16448,-1184,28,90,-370,-370
236.03,16856,-720,-152,-124,-148,-148
235.94,17372,-640,-200,-47,-78,-78
235.94,17388,-836,-448,-146,-182,-182
236.11,17508,-616,-136,-166,-165,-165
236.37,17392,-552,-248,-327,-28,-28
235.43,17388,-488,-252,-199,6,6
235.69,17332,-488,-212,-286,-38,-38
236.28,17308,-644,-420,-234,-238,-238
236.03,17532,-744,-384,-664,-115,-115
236.03,17080,-1036,-644,-1385,-497,-497
235.94,17276,-652,-268,-2175,702,702
236.37,17604,244,-772,-539,-649,-649
236.62,17696,-256,-468,-119,141,141
236.20,17512,-320,-640,-24,135,135
236.37,17464,-116,-660,25,-345,-345
236.45,17380,-192,-512,-549,40,40
236.20,17436,-304,-532,-463,73,73
235.86,16908,-600,492,-3263,-680,-680
235.94,17312,-1896,-248,-5937,-1467,-1467
236.03,18064,1656,-636,-2831,2660,2660
236.71,16788,-220,-36,-8080,4121,4121
236.28,17152,-376,120,-4139,-907,-907
236.37,15844,-2424,2496,-359,65,65
237.05,19324,-556,1808,3952,-3855,-3855
236.71,15700,2704,-3408,19695,-1476,-1476
236.88,18688,2400,-5856,-7777,-4079,-4079
236.71,16996,3520,-6608,-24022,-1670,-1670
236.71,19352,-816,-4664,-6238,4768,4768
236.54,16640,2080,-800,-7886,-347,-347
236.62,15924,3180,1984,-13999,1547,1547
236.71,18516,1220,-1700,-5602,-711,-711
237.05,14316,96,-192,-5254,504,504
237.13,19840,-592,208,-4363,-647,-647
236.96,16984,200,584,-4499,-1240,-1240
236.79,16324,1956,264,1097,1303,1303
237.39,18216,688,1280,-8560,-777,-777
236.71,15508,-1024,2088,-14491,-498,-498
236.71,19992,-460,552,497,-1947,-1947
237.30,16040,-1116,248,433,-2496,-2496
237.82,15692,-2244,2900,-1267,-1213,-1213
237.99,19796,380,-1564,23792,538,538
238.92,14464,1388,-4236,5155,-632,-632
238.16,18772,2608,-2176,-2857,-126,-126
238.07,18492,524,-4680,-861,2238,2238
237.48,15824,-460,-3804,-1909,-796,-796
236.79,21424,708,-3692,-4561,107,107
237.30,17848,-48,-2232,-14681,-264,-264
237.39,15868,-68,-168,-15181,-586,-586
237.48,20692,-1792,560,-772,-631,-631
237.65,16840,-1492,-916,-4483,-66,-66
237.13,16328,488,584,1831,133,133
237.22,19072,-2044,2128,184,-175,-175
236.96,15484,-1568,652,-535,-1588,-1588
235.77,16588,232,932,2417,1780,1780
235.94,18300,-1748,-8,-1315,-1160,-1160
236.28,14660,-2556,-680,-3978,401,401
236.28,17588,-580,148,2713,2529,2529
236.37,18128,-1964,-528,-836,-1079,-1079
236.11,15000,-2276,-444,-1074,-1415,-1415
236.71,18736,-2068,772,1745,-363,-363
236.03,17364,-3592,-2856,-2415,-1216,-1216
236.45,15724,-1496,-2016,-10,-2813,-2813
236.71,16452,-1316,-2824,2396,-938,-938
236.62,20172,-2912,-2724,-1431,-1046,-1046
237.05,15212,-1236,-3068,-862,459,459
236.37,16892,-936,-1992,622,739,739
236.11,18788,-4464,-1024,540,544,544
236.45,15692,-1824,-968,327,2936,2936
236.62,17456,-2648,808,-857,-991,-991
236.11,18036,-3100,-1060,2533,-488,-488
236.62,15484,-2316,1304,-298,975,975
236.37,19892,-676,-1316,8025,-2590,-2590
235.77,17092,768,964,13973,1526,1526
236.62,15132,2864,1184,7712,-778,-778
236.03,19920,3172,-3748,4169,1276,1276
236.45,15732,1216,-1588,1015,381,381
236.71,17416,892,-1268,-9758,-2085,-2085
236.54,19992,2248,-3972,-4314,-1109,-1109
236.88,14868,1496,-3216,4342,1742,1742
236.20,15972,188,-1800,4658,-1382,-1382
236.71,20288,40,-5492,3585,2219,2219
236.03,15756,-528,-2924,2512,-1754,-1754
236.54,18380,2164,-828,3425,1615,1615
236.71,17864,472,1420,4761,3896,3896
236.88,17240,-584,476,2906,-1034,-1034
236.45,17652,-152,-320,-4770,-1149,-1149
236.62,16012,212,132,-3174,1120,1120
236.79,18600,312,-468,1422,-401,-401
236.62,14868,-812,-304,2249,-852,-852
236.79,18448,-980,-224,-3412,762,762
236.45,17500,-640,-1456,-2670,-1558,-1558
235.94,15284,-868,-152,-8176,1145,1145
236.20,20596,-348,1980,-6616,6981,6981
235.86,17612,-836,152,-1735,1850,1850
236.03,17716,-1160,-1824,-128,18,18
235.94,17340,-1128,-668,-169,-62,-62
235.60,17440,-1032,-460,-161,-43,-43
235.86,17476,-1232,-876,-142,-50,-50
235.69,17448,-964,-880,-154,-26,-26
236.11,17684,-1276,-1184,-151,-58,-58
236.03,17252,-1188,-532,-138,-39,-39
236.03,17388,-928,-856,-166,-76,-76
235.69,17212,-1176,-584,-165,-40,-40
236.28,17640,-1272,-1344,-133,-44,-44
235.94,17292,-1080,-804,-119,-82,-82
236.11,17552,-1076,-808,-134,-48,-48
235.60,17780,-1076,-1120,-134,-55,-55
235.77,17296,-1184,-496,-138,-65,-65
236.11,17272,-1124,-460,-184,-86,-86
236.03,17640,-1204,-1420,-166,-42,-42
236.28,17496,-1100,-584,-135,-84,-84
235.69,17544,-1052,-1204,-154,-63,-63
236.03,16696,492,-660,-81,-163,-163
235.69,17344,-68,-988,-185,-194,-194
235.35,17392,-1012,-624,-163,-35,-35
235.86,18724,-1196,-2656,11008,-778,-778
