235.77,17412,-920,-960,-732,-149,-149
235.94,17480,-1384,-892,61,-87,-87
236.54,17764,-1780,-1988,-495,313,313
236.20,17540,-852,-1068,29,-42,-42
236.03,17356,-1400,-1092,-145,-33,-33
236.20,17564,-1316,-1076,-165,-82,-82
235.86,17332,-1292,-1216,-161,-63,-63
235.43,17516,-1340,-1068,-173,-15,-15
235.77,17188,-1308,64,-140,0,0
235.01,17448,-1296,-552,-156,-46,-46
235.86,17416,-1332,-1052,-143,-35,-35
236.20,17528,-1320,-928,-150,-49,-49
235.86,17400,-1248,-1000,-178,-60,-60
235.86,17480,-1340,-964,-143,-13,-13
235.43,17356,-1232,-1520,-156,-32,-32
235.43,17444,-1332,-784,-142,-39,-39
236.03,17284,-1320,-916,-177,-99,-99
235.01,17624,-1184,-1440,-146,-57,-57
235.86,17416,-1240,-968,-125,-28,-28
235.69,17464,-1384,-880,-127,-64,-64
236.03,17436,-1224,-680,-162,-71,-71
236.11,17436,-1216,-820,-166,-63,-63
236.37,17516,-1500,-808,-132,-40,-40
234.92,17420,-1208,-1496,-153,-41,-41
235.77,17444,-1516,-884,-163,-31,-31
235.60,17348,-1252,-1084,-157,-13,-13
236.03,17516,-1316,-1204,-158,-63,-63
235.86,17516,-1336,-564,-177,-76,-76
235.26,17424,-1184,-1104,-137,-22,-22
235.43,17508,-1280,-1176,-158,-15,-15
235.69,17368,-1268,-932,-170,-32,-32
236.28,17528,-1436,-864,-157,-79,-79
235.69,17392,-1252,-860,-147,-24,-24
236.03,17704,-1008,-1148,-178,-77,-77
236.28,17560,-1156,-1152,-152,-33,-33
235.60,17592,-1296,-1180,-162,-43,-43
235.69,17412,-1528,-784,-143,-84,-84
235.69,17548,-1264,-1076,-159,-61,-61
235.77,17384,-1360,-852,-156,-103,-103
235.77,17468,-1328,-716,-159,-71,-71
235.77,17468,-1268,-1004,-139,-9,-9
236.11,17572,-1288,-944,-157,-32,-32
235.43,17528,-1396,-1068,-150,-27,-27
235.60,17452,-1456,-720,-151,-39,-39
235.77,17340,-1052,-1312,-163,-56,-56
236.45,17448,-1088,-1336,-141,-64,-64
235.94,17492,-1240,-1144,-162,-9,-9
235.52,17496,-1224,-804,-151,-21,-21
235.77,17436,-1416,-812,-155,-39,-39
236.11,17492,-1332,-788,-167,-37,-37
236.37,17332,-1356,-792,-141,-73,-73
235.77,17512,-1212,-912,-140,-49,-49
235.94,17348,-1368,-852,-170,-61,-61
235.86,17440,-1436,-896,-188,-46,-46
235.52,17480,-1476,-728,-154,-80,-80
235.86,17500,-1572,-828,-158,-86,-86
235.43,17580,-1008,-1228,-164,-35,-35
235.60,17592,-1444,-968,-180,-36,-36
236.28,17392,-1452,-664,-162,-81,-81
235.52,17560,-1464,-784,-180,-47,-47
236.20,17660,-1172,-852,-152,-79,-79
235.26,17528,-1104,-800,-154,-63,-63
235.26,17484,-1212,-1064,-165,-32,-32
235.52,17368,-1232,-912,-155,-38,-38
235.60,17492,-1220,-816,-163,-15,-15
235.69,17516,-896,-1120,-129,-54,-54
235.43,17628,-1104,-1240,-176,-56,-56

